step,E,E_kin,E_pot,norm,r_mean,r2_mean,dt
25,-0.36293124920492825,0.19509807447217165,-0.5580293236770999,1.0001675439624322,2.2593707167203334,6.027481091480896,0.001
50,-0.36744845143512656,0.1927149303259436,-0.5601633817610702,1.0001746710916581,2.261096240661299,6.050365577649852,0.001
